Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,334599866.2,260060932.6,114478245.9,27379139.11,696123636.3,187962807.7,18400004.6,-121900030.5,-109250027.3,-484547334.2,-10300000,65000000,329699999.9,70900000,419500000,-452643658.3,-50487073.7,-191667969.8,158437159.5,-201208430.6,-75722412.12,254133621.7,3358018.174,11290546.02,374410441.1,1248424933,816389273.8,3810543923,550338596,1503332454,968831356,7270344986,1479804589,783136092.3,701422007.6,6522098178,623291744.3,6586792253,9885001293,7624489974,3693271715,4139289123,4626029122,8232518816,5791659020,1521139945,2215307020,2058579911,5569462350,5116098443,3200123182
"Net secondary income (BoP, current US$)",BN.TRF.CURR.CD,1399999.441,2799998.881,9799996.084,6999997.203,15399993.85,20999991.61,22399991.05,26599989.37,47599980.98,29399988.25,6999997.203,-2778217.29,-10498823.61,-55978468.09,1421838.045,49183285.95,22999999.98,2299999.998,6899999.994,27277133.64,146036305.3,106435104.6,19737477.37,-201449757.8,-247253882.8,-175452129.7,-36807102.71,-284220523.4,-241052012.3,-212687805,-320723680.4,-515098093.8,-365232797.7,-642327249.3,-609006205.6,-645475554.3,-753159060.4,-724077738,-743742401.9,-926493341.4,-926498350.5,-738484446.4,-556374688.3,-995875770.4,-1685569288,-2453077647,-2362352207,-2351061374,-2332832348,-2684414730,-2277932086,-1972418901,-3801318660,-3194972411,-3155866458,-2613547627,-1815634769,-2817771868,-2659030793,-2394064185,-2585338270
"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,48.04469274,45.34883721,42.40837696,44.26229508,46.52014652,46.93251534,42.85714286,42.22797927,40.53398058,42.31578947,44.34931507,44.10313183,38.79844544,41.19356325,47.87556388,41.42103038,38.33962264,31.80369662,31.62206445,35.49160669,39.12897464,44.51917327,42.2140642,37.06377103,39.91646932,43.34405274,41.6877074,39.14046716,40.78626385,43.56202786,39.72205295,42.37198273,38.98026666,35.90257995,39.17427994,38.65147518,41.19716898,41.51194099,40.76629044,41.36617606,41.83085871,40.51254173,41.77541819,39.53762878,42.71682239,43.84884491,47.33247844,46.96635189,45.18277858,39.0735923,37.07040936,40.3593712,42.83974675,42.52171569,42.96524815,39.80116335,35.8743094,36.70605649,38.29221516,37.82667891,34.51662402
"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,,101.8483333,105.3302905,107.4380165,109.9193416,113.4606557,116.1079313,119.1314286,120.3287225,123.2765612,126.1115602,126.6132151,129.3590361,131.4243395,132.7254589,133.636436,137.6228988,137.947494,138.1747805,139.3910256,138.846463,141.5782258,140.0242817,138.1375961,137.5961149,137.1914205,134.1269841,127.4900398,123.015873,118.1102362,113.28125,108.5271318,99.5213857,90.1236407,93.59479554,96.43925926,84.24908425,72.99270073,64.23357664,54.86918605,52.34578627,51.16916332,49.45255474,48.14338235,47.51879699,,,,,,,,,,,,,,,,
Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.684754338,0.670721312,0.656782114,0.642982916,0.629357852,0.614935676,0.600288246,0.586854824,0.573593086,0.560494863,0.547533859,0.534758968,0.522308075,0.510334165,0.49890487,0.488139246,0.474681483,0.461697767,0.448480046,0.435623481,0.422730707,0.409778322,0.398628601,0.388014568,0.378072979,0.376164812,0.365913461,0.358965104,0.35346452,0.347821295,0.342003139,0.340370088,0.338751661,0.331574297,0.325805528,0.323145705,0.318697622,0.313628469,0.310339415,0.307153713,0.300298837,0.296852199,0.291100856,0.281233817,0.275163665,0.259850264,0.25651588,0.257134105,0.250807234,0.244704065,0.23138712,0.227132237,0.223517277,0.220005125,0.216659807,0.213494074,0.210490307,0.207639328,,
Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,,2.146309587,3.115233872,6.450853779,8.188885651,3.59505757,4.670497981,4.487507102,7.354162796,6.962117143,6.554408276,4.706273841,4.276539608,7.580892926,5.24518537,3.630296855,1.576971956,-0.868920517,1.640195702,2.475949091,8.589584192,7.303830853,2.097809326,3.005632067,4.595142661,-3.456566621,0.158638902,3.855350914,5.311433833,2.740224913,2.87349737,-0.517205374,-1.423236873,1.890738905,4.007268418,5.926613105,4.471777775,3.257462726,1.742504767,1.737723493,4.138206373,3.493141871,3.172595946,2.831516332,6.240492088,6.133429261,8.77625659,6.51796019,1.211036049,-2.590912925,5.686174932,4.05359985,3.226133296,1.551100372,0.720125064,2.157655679,0.682561908,1.714214614,2.405467684,1.056710412,-6.487743544
Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.656184746,0.59942605,0.544988313,0.528482978,0.512854072,1.839839115,1.799071604,1.373653361,1.306650505,0.471666684,0.422835927,0.388140511,0.341123514,0.310922119,0.301612177,0.301879616,0.546392634,0.32382004,0.31890965,0.403635138,0.40978526,0.406285395,0.317634207,0.38363853,0.400386201,0.384253367,0.373947801,0.357772121,0.396535943,0.391482881,
Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2669,20313,60000,165290,335112,378000,426000,481000,743000,907000,1107200,1615210,1706313,1409347,1150770,1123189,1107013,1250356,1303057
Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),IQ.SPI.PIL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.2,83.76666667,85.5,85.5,
CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trademark applications, nonresident, by count",IP.TMK.NRCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8844,10850,11778,17921,13875,10487,12509,13962,14105,15199,14943,15326,15112,15337,15820,15788,
Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1,36.6,36.1,33.3,30,30.2,31.8,32,28.7,28.9,28.8,28.8,28.9,29.1,29.2,
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,9.1,8.6,6.9,7.1,6,5.9,6,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,
Firms that do not report all sales for tax purposes (% of firms),IC.FRM.INFM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3,,,,,,,,,,,,,
Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9,,,,,,,,,,,,,92
"Human capital index (HCI), male, lower bound (scale 0-1)",HD.HCI.OVRL.LB.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.403797239,,,,,,,0.35,0.390147656,,0.392968267
Goods and services expense (current LCU),GC.XPN.GSRV.CN,,,,,,,,,,,,,561000000,739000000,1114000000,1413000000,1794000000,2062000000,2146000000,2747000000,3292000000,3943000000,4621000000,5561000000,6615000000,8634000000,,,19454000000,20145000000,22495000000,25064000000,8516000000,8943000000,10486000000,15361000000,17059500000,17408700000,17933900000,23782700000,28988700000,34807000000,38633000000,45068700000,50519000000,56276000000,57215000000,68096000000,83455000000,99877001000,1.11377E+11,1.07427E+11,1.10351E+11,1.57403E+11,1.68731E+11,1.81096E+11,1.68948E+11,1.78214E+11,1.92378E+11,1.74167E+11,
Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,,,,,,,,,,,,,780000000,893000000,912000000,1184000000,1476000000,1688000000,2301000000,2856000000,3609000000,4379000000,5575000000,6582000000,8924000000,10872000000,12020000000,14618000000,18715000000,24575000000,26796000000,29293000000,29579000000,39530000000,45017000000,50576000000,56721000000,64087300000,70319200000,77485300000,84249400000,93027000000,1.04511E+11,1.1978E+11,1.44337E+11,1.66582E+11,1.90829E+11,2.15851E+11,2.20765E+11,2.18183E+11,2.72097E+11,2.83126E+11,3.16613E+11,3.4743E+11,3.92191E+11,4.37366E+11,4.54726E+11,4.39926E+11,4.77635E+11,5.08441E+11,
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05656E+11,1.26613E+11,1.54665E+11,1.92161E+11,2.44294E+11,2.79487E+11,3.10407E+11,3.36184E+11,3.77656E+11,3.90438E+11,4.17454E+11,,,,,,,,6.16394E+11,,,,,,,,,,,,
"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,,,,,,11.19194664,12.36487252,11.78538766,10.57994172,10.40881028,11.14700517,12.88248642,13.72578877,12.34628628,12.10395842,14.55722699,16.29425995,17.28054542,16.48106685,16.4337955,12.8271028,13.50192685,12.23891114,12.17589075,11.67680362,13.24364349,12.34695928,11.35395006,11.15772642,9.321631258,10.73304769,,12.01074734,13.32578761,14.60614129,14.13660021,14.39233924,16.02297394,15.89908383,14.26375454,14.45136109,26.93886219,30.82283327,27.87644258,26.80329376,22.18313457,17.77140324,14.58814575,13.25235694,17.99588589,18.49322391,15.23148661,17.47427164,16.52048728,18.57084853,15.20272192,18.06650662,19.37279786,19.1055621,20.0622718,22.8892479
Net domestic credit (current LCU),FM.AST.DOMS.CN,,,,,,4815700000,5115550000,5510600000,5803500000,6601800000,7560250000,8515100000,9496850000,11813850000,13907050000,16848500000,18760000000,20427500000,22664600000,26521300000,32007100000,39999600000,43989500000,52072100000,63291100000,75112550000,81877250000,94041950000,1.18294E+11,1.38972E+11,1.61165E+11,,2.19307E+11,2.4319E+11,2.95112E+11,3.30179E+11,3.89966E+11,4.55999E+11,5.3788E+11,5.82741E+11,6.67622E+11,8.29183E+11,8.34398E+11,9.47212E+11,1.0429E+12,1.18324E+12,1.43368E+12,1.73555E+12,2.00001E+12,2.10847E+12,2.23812E+12,2.29205E+12,2.52495E+12,2.58683E+12,2.83367E+12,3.06174E+12,3.35389E+12,3.66217E+12,3.85345E+12,4.08101E+12,4.23863E+12
Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.07881781,12.05646212,12.05646212,,
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,23.49924292,23.59292541,23.68099314,23.76409212,23.84461659,23.92089116,23.99700245,24.07227412,24.14653569,24.21535094,24.25719365,24.16438105,24.07095294,23.98091589,23.90407265,23.84370759,23.8037047,23.77786417,23.75766638,23.72862286,23.68382966,23.61820326,23.5409769,23.46458297,23.40619444,23.40859888,23.51339666,23.64458438,23.79083673,23.93262343,24.06336684,24.25342305,24.60609138,24.98136058,25.40779632,25.90166258,26.47004604,26.96605726,27.4632958,28.00383576,28.58263884,29.19552915,29.61768492,29.9729685,30.33883812,30.70449104,31.07108794,31.43687411,31.79810746,32.14647428,32.4827298,32.8034883,33.11347248,33.42246023,33.7450662,34.09217889,34.46749925,34.87000847,35.29994366,35.58216981,35.86706097
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,,,,,,,,,,,,7.925393087,7.742371216,6.949114548,6.815974096,6.572399862,6.42929619,5.527938875,6.764252696,6.058166449,4.856512141,3.923802579,3.643012545,3.577267045,4.343287646,4.292827345,3.59079517,3.468109582,3.855380398,4.408225309,4.642769256,4.948047595,4.983431048,6.140350877,5.633916338,4.743022137,4.054455078,3.964509542,3.668185088,3.518559032,3.276175537,4.04777704,4.82528609,5.048097631,5.300588658,5.78043998,6.463258102,7.64868179,7.653410836,7.821340944,3.412499385,4.123685211,5.553238981,5.591514693,5.469053662,,,,,,
Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,57.86395856,57.42982336,57.64427178,56.75036993,57.17191515,57.58196423,57.55464405,57.96276965,59.09589165,60.33068141,58.93900325,59.14352982,59.16414408,59.40216094,59.46526929,58.00302209,58.0531928,58.05545981,57.97785283,58.41293717,78.02022352,77.22720084,75.94666667,75.58441558,74.45141066,74.32360743,75.94099695,76.56329436,77.2841999,77.61880429,78.20316488,77.64891935,78.92107892,77.78366914,77.65212709,78.0085197,77.4838013,77.94736842,78.21373258,,,,,,,,,,,,
CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.952076112,0.910382277,0.896360976,0.892498187,0.865915368,0.862388237,0.842056302,0.850266805,0.858598513,0.776253767,0.745056484,0.799329956,0.784413778,0.797008182,0.798769704,0.731298944,0.675569635,0.652951088,0.66706965,0.636835655,0.642820535,0.587371997,0.611138854,0.598027992,0.603815321,0.559862219,0.550203448,0.550691239,0.527594862,,
GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.556116563,4.318630796,4.531423587,4.280401525,4.272010823,4.175799418,4.26208229,4.257805818,4.307237108,4.357939687,4.550266582,4.543506262,4.802499993,4.623733526,4.427754509,4.668937447,4.966488603,4.886746039,4.681471842,4.702056984,4.919891724,5.093593213,5.289577365,5.404124928,5.208976378,,,,,,
Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.43881778,11.01286848,10.4957095,11.11121501,11.13303866,11.38954651,11.15897311,11.17018101,11.04198828,10.91351994,10.45223633,10.46778829,9.903271574,10.28615974,10.74144051,10.18657076,9.577976732,9.734271414,10.16110187,10.11661757,9.668689554,9.334996541,9.004638752,8.837324134,9.033627494,8.69932535,,,,,
Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18711833,0.193975912,0.228691772,0.226286205,0.298988912,0.344174896,0.366311326,0.329795867,0.32566847,0.401396858,0.333739066,0.251141879,0.239931462,0.242108652,0.24593292,0.362938573,0.332434214,0.253222027,0.312184861,0.251661828,0.331124099,0.289822148,0.419247335,0.374342593,0.273627373,0.234057243,0.256834923,
"Net official flows from UN agencies, UNECE (current US$)",DT.NFL.UNEC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net financial flows, others (NFL, current US$)",DT.NFL.MOTH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161108710.6,925822271.7
"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,710000,3372000,7357000,12498000,15633000,22594000,30854000,29010000,26501000,26168000,20673000,383733000,583108000,1077011000,1336687000,1966737000,1784791000,2342769000,2686253000,2277401000,2239455000,2082195000
Net ODA provided to the least developed countries (% of GNI),DC.ODA.TLDC.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net bilateral aid flows from DAC donors, Iceland (current US$)",DC.DAC.ISLL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000.0003,50000.00075,,,39999.99911,109999.9994,59999.99866,59999.99866,,39999.99911,70000.0003,,
"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379999.9952,1299999.952,6420000.076,6650000.095,7159999.847,5699999.809,7019999.981,6019999.981,4989999.771,5739999.771,10279999.73,7719999.79,4780000.21,3160000.086,2250000,2369999.886,2880000.114,3500000,5030000.21,6829999.924,5659999.847,2440000.057,2000000,1139999.986,2670000.076,3319999.933,2329999.924,
"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,18.99441341,19.02173913,17.70833333,17.12962963,17.64705882,18.37606838,19.62962963,17.37704918,18.80597015,20.99447514,20,20.6736104,22.39798186,24.48480205,24.59433745,20.35979633,23.24955117,23.7439222,25.03429355,27.59493923,26.34389389,24.38999151,24.01550053,21.93455672,21.92028357,26.28710091,25.53638647,23.10258038,23.98502303,23.87443559,21.99632502,21.3873166,25.69483751,24.6919964,24.55457911,23.66607236,20.25987754,20.48443091,20.54839824,21.03797102,23.57444691,24.13931992,22.57045795,17.19784373,17.22721787,17.08309308,17.40396526,18.73949558,19.09490674,18.25999362,19.24938483,19.22219315,17.62472036,18.29180338,17.71274908,16.03030938,14.70002951,14.18708569,13.28646416,14.08470293,16.05068132
"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,13056248.22,766906602.4,819099672.7,335882214.9,-94297349.18,-6492008.6,-236019741.1,-1743340519,-747413224,-2835619307,-2489795309,-2445473459,-6687318898,-4294494584,-8686039874,1864392503,8301707614,417224982.8,-723417159.3,-6358819098,-4807353843,-19627405230,-10242422638,14302655800,-11621961609,-9772901422,-7725313727,-13520041601,-11014274330,-13578311892,-10280699697,-16372515389,-16463490947,-3796631847,-8918215797,6748920931
"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,5599997.762,5599997.762,8399996.643,15399993.85,15399993.85,26599989.37,26599989.37,32199987.13,37799984.9,39199984.34,46199981.54,47527375.68,63773980.21,78078851.9,72148373.09,107043108,110399999.9,136849999.9,171349999.9,164006636.6,204629390.2,218680439.9,194254166,204832559.1,165864362.6,120290310.7,127663446.3,175919698.1,166062727.5,143844302.2,131507350.7,140681952.7,139317392.8,124008809,113789335.3,293134700.5,309240134.8,258245886.8,227549342.3,212784401.7,245895910.2,329528506.3,446513324,616743679.5,891018800.3,1070615302,1281749087,1596250885,1675904017,1658023465,1941103069,2118146097,2017325060,1936693353,1732081250,1641134757,1831242821,1883350101,1540106740,1356151183,1197536398
Rural land area (sq. km),AG.LND.TOTL.RU.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53460.3125,,,,,,,,,,53460.3125,,,,,,,,,,53460.3125,,,,,,,,,,
Agricultural land (% of land area),AG.LND.AGRI.ZS,,83.53460996,82.54540059,81.60565168,80.57934696,79.63959805,79.50358176,79.28513136,79.12850654,78.96363831,78.79877008,78.63390185,78.47315533,78.3041654,78.15166228,77.97030723,77.80296598,77.75185683,77.71888318,77.6611793,77.61996225,77.57050178,77.51527092,77.51527092,77.51527092,77.51527092,77.81780412,78.02388941,78.22997469,78.55971115,78.80701349,79.14087166,79.52666331,79.90833326,80.1795415,80.38974849,80.69475472,80.74009348,80.77554015,80.83324403,80.88847489,80.79614868,80.8085138,80.72607968,80.46229051,80.35924787,79.86876489,79.87041357,80.05011994,79.951199,79.87123791,79.44505354,79.41785028,79.41785028,79.41785028,79.41785028,79.41785028,79.41785028,79.41785028,,
"Internally displaced persons, new displacement associated with disasters (number of cases)",VC.IDP.NWDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,20000,6000,52000,2000,18000,3500,14,12000,15000,2100,1700,370
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,0.693699885,0.352531256,0.434148067,0.712137328,0.248149319,0.36116143,0.386829897,0.374048725,0.389276332,0.739058573,0.654388952,0.597530658,0.675791248,1.30848476,1.041792829,0.962062548,1.106056166,2.12010659,1.845229628,2.095610012,2.558470342,2.605534426,1.514527105,0.832944103,0.76692059,0.903283117,1.105413729,1.345413841,1.213265266,1.136991911,1.150189227,1.232293098,1.22231302,1.859442875,2.740681099,2.438943357,2.644673327,2.225582967,1.901541062,1.574199216,2.276578424,1.370151708,1.260264028,1.059706344,1.119052253,1.231720348,1.671460731,1.640048167,1.548957607,1.322590515,1.520353918,1.877569205,1.827579168,1.590829189,1.274480168,1.306527246,1.130092158,0.956095606,1.148011477,1.025198575,
Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.02249233,31.02249233,31.02249233,27.52252156,29.06245085,32.15582887,31.12005834,30.71797643,35.59527839,41.00814227,39.98242678,42.78995819,44.66839604,45.89783818,47.99627266,47.56983202,47.76957312,49.48768606,51.13816955,46.50706911,45.72289269,43.73819154,44.67717887,43.62023861,46.08569977,49.92887105,50.56453296,46.87256363,46.02459348,45.99375421,
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.12217042,14.29308967,15.27242328,17.15678085,17.95677156,19.1924179,22.44388968,24.26794969,26.13614375,27.18011071,31.02267552,34.99982612,30.81226824,31.21998869,30.13158284,31.259789,30.51503467,34.79169518,34.888402,34.88965919,33.7947542,34.60195539,
"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18,,7.19,7.26,,9.52,,,7.59,8.29,,8.24,8.4,8.01,6.97,7.38,6.71,6.96,6.79,6.73,6.08,5.41,5.75,5.67,5.6,4.5,4.24,4.38,4.64,4.38,4.45,14.63,4.5
"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.98,,12.23,11.89,,17.3,,,16.09,11.05,,9.93,9.59,9.85,8.47,8.6,9.63,9.1,8.67,8.23,7.82,7.81,7.52,7.31,7.33,6.67,6.61,6.6,6.74,7,7.09,7.53,7.49
Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,,,,,13.8,13.8,,,,,,,,,,,,14.9,,,,
"Population, female",SP.POP.TOTL.FE.IN,8574106,8793188,9020208,9254686,9495930,9743491,9997049,10256911,10524045,10799785,11084997,11380628,11686265,11999762,12318137,12639531,12962403,13288166,13621526,13968991,14334902,14721777,15127434,15545816,15968273,16388853,16802774,17212169,17626103,18057604,18514600,19001034,19509646,20023534,20519403,20980414,21401432,21787049,22142307,22476167,22796107,23103252,23397962,23686434,23976130,24273136,24579340,24895876,25226850,25576554,25947466,26341727,26757264,27186808,27620134,28049365,28471936,28888314,29297427,29698965,30092678
"Population ages 65 and above, total",SP.POP.65UP.TO,661028,679491,697184,713939,729578,744054,761726,777971,793941,810979,829881,856173,883285,910496,936854,961970,991766,1019800,1046937,1074127,1101993,1138884,1174875,1209545,1242310,1272912,1310870,1347011,1382710,1419784,1459813,1515728,1576990,1642904,1712130,1783952,1841695,1894149,1942352,1987535,2030622,2075416,2114527,2149113,2180095,2208177,2260914,2310112,2355420,2396379,2433350,2496022,2559643,2626977,2701548,2785620,2879079,2975441,3073409,3171080,3267576
"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,5.060224355,5.015143541,4.9389105,4.850515728,4.777541536,4.733621656,4.697726299,4.688282856,4.695105352,4.7025288,4.702157339,4.684108821,4.661403793,4.638400328,4.62267955,4.618082744,4.606638136,4.605135125,4.609123824,4.612602299,4.612274294,4.611712295,4.610927405,4.606294067,4.593182995,4.570740857,4.52842489,4.478296721,4.437827238,4.432581421,4.475765072,4.581419095,4.731874684,4.904229194,5.066653255,5.202075612,5.28666493,5.344950571,5.387672567,5.432016055,5.488121283,5.520954366,5.553197325,5.581874418,5.604724365,5.624015784,5.658451366,5.686255025,5.71014217,5.736077659,5.76782334,5.84003471,5.920186758,5.996456075,6.055220442,6.091503319,6.130928364,6.158241011,6.191584674,6.258012695,6.371210964
"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.447620545,9.374211037,9.262203266,9.156096706,9.121276168,9.188924175,9.329933263,9.560831716,9.8277896,10.0553761,10.20412545,10.28416885,10.30408775,10.28517899,10.26244472,10.25600554,10.24779125,10.25819515,10.27649178,10.28585386,10.27799144,10.26207638,10.22712114,10.18596258,10.15699694,10.14873951,10.13630249,10.15639575,10.19229832,10.22135606,10.23413954,10.22124901,10.18060502,10.13420009,10.11596195,10.14370355,10.28346608,10.45690034,10.63955531,10.79636933,10.90468649,10.99138338,11.04766304,11.06386888,11.02429375,10.91972212,10.75959322,10.53335902,10.26235935,9.980738609,9.711376055,9.443086249,9.199875593,8.977843225,8.773100087,8.586664974,8.435868218,8.301813668,8.193791216,8.12757953,8.111046149
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,,,,,,,,,,,,,,,,,,42.6,,,,
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,313.308,309.773,306.237,302.52,298.803,295.086,291.368,287.651,285.831,284.011,282.191,280.372,278.552,278.552,278.552,278.552,278.552,278.552,278.552,278.552,278.552,278.552,278.552,270.352,262.153,253.954,245.755,237.556,234.15,230.745,227.339,223.934,220.528,234.565,248.601,262.637,276.674,290.71,318.746,346.783,374.819,402.855,430.891,438.722,446.554,454.385,462.216,470.048,443.013,415.978,388.943,361.908,334.873,319.592,304.312,289.031,273.751,258.471,248.816,244.904,
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25.37000084,29.87999916,30.69000053,33.29000092,32.31000137,29.45000076,29.12000084,28.34000015,26.54000092,22.40999985,23.52000046,24.68000031,24.63999939,24.72999954,24.55999947,24.88999939,25.14999962,26.54000092,27.04000092,26.90999985,28.46999931,29.21999931
"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.650000095,8.210000038,8.81000042,6.53000021,4.75,3.420000076,2.799999952,4.730000019,6.820000172,6.829999924,7.610000134,6.869999886,,8.5,9.609999657,9.579999924,11.22000027,14.59000015,13.17000008,15.02999973,15.89999962
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,35.75999832,,,,,,,,,,37.31000137,,,,,,,,,,34.74000168,,,,,37.16999817,,,,,,37.50999832,,,47.70000076,54.29000092,44,42.59999847,45.90000153,49.90000153,50.75,50.70999908,49.59999847,48.70000076,46.97999954,48.45999908,48.77999878,48.95999908,55.79000092,53.95999908,52.27000046,52.16999817,52.50999832,53.08000183,53.31000137,54.59000015,54.70999908,55.36000061,55.15999985,55.27000046,50.54999924
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.32600021,47.43000031,46.42499924,45.38999939,44.27899933,43.05799866,41.99599838,40.86999893,39.6609993,38.42499924,37.17599869,36.22000122,35.23099899,34.22700119,33.31000137,32.51399994,31.93000031,31.45700073,31.05400085,28.32799911,26.32799911,25.5890007,25.40299988,25.72200012,25.17099953,26.48500061,26.24300003,26.49600029,25.25399971,25.52099991,20.7670002
